model,cv_rmse,cv_mae,cv_mape_pct,cv_r2,cv_direction_accuracy,holdout_rmse,holdout_mae,holdout_mape_pct,holdout_r2,holdout_direction_accuracy,eligible_for_final_selection,selected_by_cv
XGBRegressor,7.286418358053446,5.476725584299954,0.9546791078974971,0.9816053006036206,0.5636923076923077,13.71446754030024,9.897707873604045,0.8834480378105877,0.9825078896153344,0.556237218813906,True,True
RandomForestRegressor,7.405043485990367,5.574780793314947,0.9703783894462035,0.9810017888747037,0.5021538461538462,13.84101596122995,9.997898464880352,0.8917940714608527,0.9821835880285655,0.523517382413088,True,False
ENSEMBLE_REGRESSION,7.516956355643589,5.709670851671309,1.0078987340446948,0.9794900695387863,0.49969230769230766,13.786257293281668,10.01501173465872,0.893584876534965,0.9823242819082644,0.5194274028629857,True,False
Ridge,9.035465380743892,7.0353745299363455,1.3053578289557624,0.9612091065663364,0.4941538461538461,14.356540623586772,10.603575486610973,0.9459479343060982,0.9808316859655715,0.5051124744376279,False,False
