model,rmse,mae,mape_pct,r2,direction_accuracy
XGBRegressor,7.286418358053446,5.476725584299954,0.9546791078974971,0.9816053006036206,0.5636923076923077
RandomForestRegressor,7.405043485990367,5.574780793314947,0.9703783894462035,0.9810017888747037,0.5021538461538462
ENSEMBLE_REGRESSION,7.516956355643589,5.709670851671309,1.0078987340446948,0.9794900695387863,0.49969230769230766
Ridge,9.035465380743892,7.0353745299363455,1.3053578289557624,0.9612091065663364,0.4941538461538461
