model,cv_rmse,cv_mae,cv_mape_pct,cv_r2,cv_direction_accuracy,holdout_rmse,holdout_mae,holdout_mape_pct,holdout_r2,holdout_direction_accuracy,eligible_for_final_selection,selected_by_cv
RandomForestRegressor,11.582802672564634,8.822912217072155,2.637398298503617,0.6444166077784654,0.530030959752322,19.219144041496353,13.42274320706795,2.3489129593503075,0.7855651521348935,0.555327868852459,True,True
XGBRegressor,12.738681913874853,9.858189683139171,2.911949208778222,0.6202384842093234,0.5380804953560372,18.950789710410856,13.147559137955424,2.3021911222344436,0.7915115956214049,0.5819672131147541,True,False
ENSEMBLE_REGRESSION,13.05782392385997,10.07912640403493,3.0609580361528024,0.54198353449179,0.5269349845201238,19.482412340949363,13.51091364880021,2.37390192478646,0.7796501585305385,0.5737704918032787,True,False
Ridge,23.476904622046433,18.368577156952483,5.9254275666122975,-1.2229534418388532,0.5226006191950465,26.20285389034886,19.73579969839471,3.468368904779334,0.6014117691880145,0.6168032786885246,False,False
