variant,model,n_features,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate
SIN_SENTIMIENTO,LogisticRegression,58,0.6481481481481481,0.5414899257688229,0.684596577017115,0.8695652173913043,0.7660738714090287,0.6423079836388426,0.6876848450453841,0.22557837573305306,0.6625514403292181
SIN_SENTIMIENTO,RandomForest,58,0.6419753086419753,0.545807453416149,0.6878172588832487,0.8416149068322981,0.7569832402234636,0.6306052113316165,0.6328948472398387,0.221613943788579,0.6625514403292181
SIN_SENTIMIENTO,XGBoost,58,0.5925925925925926,0.5474359945462809,0.6949685534591195,0.6863354037267081,0.690625,0.605836236933798,0.6698326902828585,0.23907265258304441,0.6625514403292181
SIN_SENTIMIENTO,LSTM,58,0.3374485596707819,0.5,0.0,0.0,0.0,0.4884865929404635,0.7339807202275771,0.2702964941806833,0.6625514403292181
SIN_SENTIMIENTO,ENSEMBLE,58,0.6563786008230452,0.5462051204362975,0.6867469879518072,0.8850931677018633,0.7734056987788331,0.6445993031358884,0.6041031460944308,0.20980329921823412,0.6625514403292181
CON_SENTIMIENTO,LogisticRegression,110,0.6234567901234568,0.5198644144826542,0.6733167082294265,0.8385093167701864,0.7468879668049793,0.5996061202848053,0.7215623173070377,0.2409690011687511,0.6625514403292181
CON_SENTIMIENTO,RandomForest,110,0.6111111111111112,0.5344834116043023,0.6831955922865014,0.7701863354037267,0.724087591240876,0.6098697167095894,0.6393694028593336,0.22440696490607767,0.6625514403292181
CON_SENTIMIENTO,XGBoost,110,0.5761316872427984,0.5035979397061052,0.6647727272727273,0.7267080745341615,0.6943620178041543,0.5545940009089532,0.680042028683835,0.24379707256012909,0.6625514403292181
CON_SENTIMIENTO,LSTM,110,0.5679012345679012,0.5138425996061202,0.6717791411042945,0.6801242236024845,0.6759259259259259,0.5218906226329343,0.7592473679250938,0.2725762911473558,0.6625514403292181
CON_SENTIMIENTO,ENSEMBLE,110,0.6049382716049383,0.49242539009241026,0.6585365853658537,0.8385093167701864,0.7377049180327869,0.6029010755946069,0.6282806118841447,0.22043192521851135,0.6625514403292181
