model,rmse,mae,mape_pct,r2,direction_accuracy
RandomForestRegressor,54.37388673743182,47.04368207250063,7.5166566879772345,0.08671486550343419,0.5743589743589743
XGBRegressor,57.12910428519986,48.85177267991622,7.651659436731715,0.008324395010658492,0.5897435897435896
ENSEMBLE_REGRESSION,57.528118788915776,49.87578152749311,7.974530784726104,-0.0004697035841627173,0.6019230769230769
Ridge,87.09547546841608,70.6030570689884,12.166578233979404,-1.7146901590622607,0.6179487179487179
