ticker,horizon,classification_signal,classification_probability_up,regression_price_bias,experimental_action,current_close_entry_reference,max_entry_price_for_edge,future_target_price_reference,risk_reference_80_low,interval80_low,interval80_high,expected_return,selected_regression_model,rmse,persistence_rmse,rmse_skill_vs_persistence
SXRV,45,NEUTRAL / BAJA CONFIANZA,0.5340458376491922,BAJISTA,BAJISTA_NO_CONFIRMADA,1420.8,1392.1416749782343,1396.3181000031689,1278.4369028810133,1278.4369028810133,1469.3544684415224,-0.01723106700227417,RandomForestRegressor,88.25180982736472,99.04096428582804,0.10893628243891362
