accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate,variant,model,n_features,strategy_total_return,strategy_sharpe,strategy_max_drawdown,market_exposure
0.54375,0.5428606317160534,0.7269076305220884,0.5451807228915663,0.6230636833046471,0.5779876261803972,0.6980025723074021,0.2508402973329946,0.6916666666666667,TECHNICAL,LogisticRegression,42,,,,
0.6145833333333334,0.4723624226636275,0.6779661016949152,0.8433734939759037,0.7516778523489933,0.5610143275805927,0.6309698384178009,0.22170130321213152,0.6916666666666667,TECHNICAL,RandomForest,42,,,,
0.6125,0.5139205470530772,0.6994535519125683,0.7710843373493976,0.7335243553008596,0.5302629436665582,0.7205390462583843,0.2552222888058405,0.6916666666666667,TECHNICAL,XGBoost,42,,,,
0.6125,0.5008140670791273,0.6921052631578948,0.7921686746987951,0.7387640449438202,0.5595693585151417,0.6384582643707302,0.2240348319227377,0.6916666666666667,TECHNICAL,CLASSICAL_ENSEMBLE,42,0.30921720385535667,1.0417020276094255,-0.15840473220104878,0.5416666666666666
0.69375,0.5033783783783784,0.6931106471816284,1.0,0.8187422934648582,0.837410452621296,0.8876953622322946,0.24537582568453378,0.6916666666666667,TECHNICAL_MACRO,LogisticRegression,58,,,,
0.7041666666666667,0.5408661673721915,0.7101769911504425,0.9668674698795181,0.8188775510204082,0.7602572451970043,0.555959400376148,0.18821768120986448,0.6916666666666667,TECHNICAL_MACRO,RandomForest,58,,,,
0.6958333333333333,0.6190980136763269,0.7597765363128491,0.8192771084337349,0.7884057971014493,0.7862666883751221,0.6318970319759145,0.21969181288190856,0.6916666666666667,TECHNICAL_MACRO,XGBoost,58,,,,
0.6854166666666667,0.5067160534028003,0.6946236559139785,0.9728915662650602,0.8105395232120451,0.8322411266688376,0.5337221421243313,0.18582664299156948,0.6916666666666667,TECHNICAL_MACRO,CLASSICAL_ENSEMBLE,58,0.3211922274921073,0.8682709786516536,-0.26689133651158925,0.86875
0.6916666666666667,0.5093617714099642,0.6957446808510638,0.9849397590361446,0.8154613466334164,0.8350903614457833,0.9287247847154795,0.24078042185515536,0.6916666666666667,TECHNICAL_MACRO_NLP,LogisticRegression,110,,,,
0.7104166666666667,0.569724845327255,0.7249417249417249,0.9367469879518072,0.8173455978975033,0.7426123412569194,0.5671643727368215,0.19093672599127662,0.6916666666666667,TECHNICAL_MACRO_NLP,RandomForest,110,,,,
0.7083333333333334,0.607538261152719,0.7487046632124352,0.8704819277108434,0.8050139275766016,0.7885664278736567,0.5562742699658109,0.19173635439719,0.6916666666666667,TECHNICAL_MACRO_NLP,XGBoost,110,,,,
0.70625,0.5236486486486487,0.7019027484143763,1.0,0.8248447204968944,0.8320376098990556,0.5255860234769032,0.1802904368378533,0.6916666666666667,TECHNICAL_MACRO_NLP,CLASSICAL_ENSEMBLE,110,0.42007058130983577,1.0684561259473122,-0.2668913365115899,0.8854166666666666
