model,rmse,mae,mape_pct,r2,direction_accuracy
RandomForestRegressor,38.06718339720551,31.397413871074185,5.157603042490703,0.5798546961976296,0.5512499999999999
ENSEMBLE_REGRESSION,43.760478381482756,36.89089051663797,5.994400125226933,0.4461356945355234,0.49499999999999994
XGBRegressor,45.761328997718124,38.6863665525689,6.17308165563488,0.46597852230101083,0.55
Ridge,63.23539244863173,51.8842094390605,8.874430555214733,-0.5353640972428033,0.5125
