baseline,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate,strategy_total_return,buy_hold_total_return,strategy_annual_return,buy_hold_annual_return,strategy_volatility,buy_hold_volatility,strategy_sharpe,buy_hold_sharpe,strategy_sortino,strategy_max_drawdown,buy_hold_max_drawdown,trades,market_exposure,win_rate_active_days,profit_factor
MA50_MA200,0.5379876796714579,0.44164857039449873,0.5985576923076923,0.8110749185667753,0.6887966804979253,0.44164857039449873,0.7481369944256332,0.2748049281314168,0.6303901437371663,0.14876126975899884,0.38550534597539143,0.07440032503603855,0.18379282685154252,0.18393778701985558,0.19897436198488047,0.4824568169715426,0.9478106985202702,0.5498664610551304,-0.26689133651158936,-0.2668913365115896,3,0.8521560574948666,0.5566265060240964,1.097086883532728
